source,type,final_state,target_pr,disposition,owner,reason,verification
.agents/skills/python-docstrings/scripts/audit_docstrings.py,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/rerun-nbv-inspector/SKILL.md,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/rerun-nbv-inspector/agents/openai.yaml,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/rerun-nbv-inspector/references/context7-queries.md,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/rerun-nbv-inspector/references/nbv-inspector-contract.md,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/rerun-nbv-inspector/references/official-examples-map.md,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/rerun-nbv-inspector/references/rerun-python-patterns.md,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/semantic-scholar-litkg/SKILL.md,path,final-net,PR2,reimplement-minimally,Memory and historical-evidence owner,Retain exact-owner fallback and only measured upstream retrieval gaps.,"claim migration, privacy, installed/absent, and retrieval evaluation"
.agents/skills/semantic-scholar-litkg/agents/openai.yaml,path,final-net,PR2,reimplement-minimally,Memory and historical-evidence owner,Retain exact-owner fallback and only measured upstream retrieval gaps.,"claim migration, privacy, installed/absent, and retrieval evaluation"
.agents/skills/semantic-scholar-litkg/references/integration-spec.md,path,final-net,PR2,reimplement-minimally,Memory and historical-evidence owner,Retain exact-owner fallback and only measured upstream retrieval gaps.,"claim migration, privacy, installed/absent, and retrieval evaluation"
.agents/skills/simplification/SKILL.md,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/simplification/agents/openai.yaml,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/simplification/references/redundancy-discovery.md,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/simplification/references/ruthless.md,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/simplification/references/tool-decision-tree.md,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/simplification/references/upstream-mattpocock.md,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/typst-authoring/SKILL.md,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/typst-authoring/assets/fixtures/attachments-and-operators.typ,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/typst-authoring/assets/fixtures/maquette-octahedron.obj,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/typst-authoring/assets/fixtures/maquette-smoke.typ,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/typst-authoring/assets/fixtures/scenery-smoke.typ,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/typst-authoring/assets/fixtures/shared-notation.typ,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/typst-authoring/assets/fixtures/thesis-prose-before-after.md,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/typst-authoring/assets/templates/claim-ledger.md,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/typst-authoring/issues.md,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/typst-authoring/references/aria-nbv-notation.md,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/typst-authoring/references/claim-citation-discipline.md,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/typst-authoring/references/data-loading.md,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/typst-authoring/references/external-research.md,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/typst-authoring/references/figures-tables.md,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/typst-authoring/references/layout.md,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/typst-authoring/references/math-attachments.md,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/typst-authoring/references/notation-migration.md,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/typst-authoring/references/packages/booktabs-01-basic.typ,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/typst-authoring/references/packages/booktabs-02-grouped.typ,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/typst-authoring/references/packages/booktabs.md,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/typst-authoring/references/packages/cetz.md,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/typst-authoring/references/packages/fletcher-01-ml-architecture.typ,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/typst-authoring/references/packages/fletcher-02-residual-block.typ,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/typst-authoring/references/packages/fletcher-03-unet.typ,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/typst-authoring/references/packages/fletcher-manual.md,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/typst-authoring/references/packages/fletcher-manual.pdf,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/typst-authoring/references/packages/fletcher-manual.typ,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/typst-authoring/references/packages/fletcher.md,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/typst-authoring/references/packages/index.md,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/typst-authoring/references/packages/maquette.md,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/typst-authoring/references/packages/neural-netz-example.typ,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/typst-authoring/references/packages/neural-netz.md,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/typst-authoring/references/packages/scenery.md,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/typst-authoring/references/scientific-visualizations.md,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/typst-authoring/references/scripting.md,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/typst-authoring/references/slides.md,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/typst-authoring/references/thesis-section-contracts.md,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/typst-authoring/references/thesis-writing.md,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/typst-authoring/references/typst-data-structures.md,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/typst-authoring/references/typst-docs-notes.md,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/typst-authoring/references/typst-essentials.md,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/typst-authoring/references/typst-symbols.md,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/typst-authoring/references/upstream-matt-writing.md,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/typst-authoring/references/workflow.md,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/typst-authoring/scripts/hygiene_checks.sh,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/typst-authoring/scripts/render_mermaid.sh,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/typst-authoring/scripts/render_png.sh,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/skills/zarr-python/SKILL.md,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
.agents/todos.toml,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
.claude/agents/aria-debrief-writer.md,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
.claude/agents/aria-diagnoser.md,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
.claude/agents/aria-plan-grill.md,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
.claude/agents/aria-reviewer.md,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
.claude/commands/context-refresh.md,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
.claude/commands/debrief.md,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
.claude/commands/diagnose.md,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
.claude/commands/kg-claim-check.md,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
.claude/commands/plan-grill.md,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
.claude/settings.json,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
.claude/skills/agent-behavior,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
.claude/skills/aria-docs,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
.claude/skills/aria-litkg-memory,path,final-net,PR2,reimplement-minimally,Memory and historical-evidence owner,Retain exact-owner fallback and only measured upstream retrieval gaps.,"claim migration, privacy, installed/absent, and retrieval evaluation"
.claude/skills/aria-nbv-mermaid,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
.claude/skills/code-review-aria-nbv,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
.claude/skills/counterfactual-rollout-planner,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
.claude/skills/diagnose-aria,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
.claude/skills/docs-curator,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
.claude/skills/entity-aware-rri,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
.claude/skills/measured-autoresearch,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
.claude/skills/nbv-geometry-contracts,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
.claude/skills/semantic-scholar-litkg,path,final-net,PR2,reimplement-minimally,Memory and historical-evidence owner,Retain exact-owner fallback and only measured upstream retrieval gaps.,"claim migration, privacy, installed/absent, and retrieval evaluation"
.claude/skills/simplification,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
.claude/skills/typst-authoring,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
.claude/skills/zarr-python,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
.codex/config.example.toml,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
.codex/hooks.example.json,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
.codex/skills/graphify/.graphify_version,path,final-net,PR4,reimplement-minimally,Graphify and hook owner,Use pinned upstream traversal and retain only measured ARIA corpus/parser gaps.,"retrieval precision, optional-tool fallback, and bounded-hook fixtures"
.codex/skills/graphify/SKILL.md,path,final-net,PR4,reimplement-minimally,Graphify and hook owner,Use pinned upstream traversal and retain only measured ARIA corpus/parser gaps.,"retrieval precision, optional-tool fallback, and bounded-hook fixtures"
.codex/skills/graphify/references/query.md,path,final-net,PR4,reimplement-minimally,Graphify and hook owner,Use pinned upstream traversal and retain only measured ARIA corpus/parser gaps.,"retrieval precision, optional-tool fallback, and bounded-hook fixtures"
.configs/litkg.toml,path,final-net,PR2,reimplement-minimally,Memory and historical-evidence owner,Retain exact-owner fallback and only measured upstream retrieval gaps.,"claim migration, privacy, installed/absent, and retrieval evaluation"
.gemini/settings.json,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
.gitattributes,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
.github/workflows/ci.yml,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
.gitignore,path,final-net,PR1,reimplement-minimally,Evidence and ownership contract,"Reconstruct only the minimal authority, privacy, and accepted-evidence contract.","OMX registry, hash, redaction, transition, and memory checks"
.gitmodules,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
.graphify.toml,path,final-net,PR4,reimplement-minimally,Graphify and hook owner,Use pinned upstream traversal and retain only measured ARIA corpus/parser gaps.,"retrieval precision, optional-tool fallback, and bounded-hook fixtures"
.graphifyignore,path,final-net,PR4,reimplement-minimally,Graphify and hook owner,Use pinned upstream traversal and retain only measured ARIA corpus/parser gaps.,"retrieval precision, optional-tool fallback, and bounded-hook fixtures"
.omx/archive/accepted-bundles/aria-nbv-agent-scaffold-simplification--c2c9c9381e40fd2f/context/agent-scaffold-consensus-20260714T081220Z.md,path,final-net,PR1,reimplement-minimally,Evidence and ownership contract,"Reconstruct only the minimal authority, privacy, and accepted-evidence contract.","OMX registry, hash, redaction, transition, and memory checks"
.omx/archive/accepted-bundles/aria-nbv-agent-scaffold-simplification--c2c9c9381e40fd2f/plans/ralplan-aria-nbv-agent-scaffold-simplification-20260714-architect-iterate-1.md,path,final-net,PR1,reimplement-minimally,Evidence and ownership contract,"Reconstruct only the minimal authority, privacy, and accepted-evidence contract.","OMX registry, hash, redaction, transition, and memory checks"
.omx/archive/accepted-bundles/aria-nbv-agent-scaffold-simplification--c2c9c9381e40fd2f/plans/ralplan-aria-nbv-agent-scaffold-simplification-20260714-architect-iterate-2.md,path,final-net,PR1,reimplement-minimally,Evidence and ownership contract,"Reconstruct only the minimal authority, privacy, and accepted-evidence contract.","OMX registry, hash, redaction, transition, and memory checks"
.omx/archive/accepted-bundles/aria-nbv-agent-scaffold-simplification--c2c9c9381e40fd2f/plans/ralplan-aria-nbv-agent-scaffold-simplification-20260714-architect-iterate-3.md,path,final-net,PR1,reimplement-minimally,Evidence and ownership contract,"Reconstruct only the minimal authority, privacy, and accepted-evidence contract.","OMX registry, hash, redaction, transition, and memory checks"
.omx/archive/accepted-bundles/aria-nbv-agent-scaffold-simplification--c2c9c9381e40fd2f/plans/ralplan-aria-nbv-agent-scaffold-simplification-20260714-architect-iterate-4.md,path,final-net,PR1,reimplement-minimally,Evidence and ownership contract,"Reconstruct only the minimal authority, privacy, and accepted-evidence contract.","OMX registry, hash, redaction, transition, and memory checks"
.omx/archive/accepted-bundles/aria-nbv-agent-scaffold-simplification--c2c9c9381e40fd2f/plans/ralplan-aria-nbv-agent-scaffold-simplification-20260714-architect-iterate-5.md,path,final-net,PR1,reimplement-minimally,Evidence and ownership contract,"Reconstruct only the minimal authority, privacy, and accepted-evidence contract.","OMX registry, hash, redaction, transition, and memory checks"
.omx/archive/accepted-bundles/aria-nbv-agent-scaffold-simplification--c2c9c9381e40fd2f/plans/ralplan-aria-nbv-agent-scaffold-simplification-20260714-architect-review-2.md,path,final-net,PR1,reimplement-minimally,Evidence and ownership contract,"Reconstruct only the minimal authority, privacy, and accepted-evidence contract.","OMX registry, hash, redaction, transition, and memory checks"
.omx/archive/accepted-bundles/aria-nbv-agent-scaffold-simplification--c2c9c9381e40fd2f/plans/ralplan-aria-nbv-agent-scaffold-simplification-20260714-architect-review-3.md,path,final-net,PR1,reimplement-minimally,Evidence and ownership contract,"Reconstruct only the minimal authority, privacy, and accepted-evidence contract.","OMX registry, hash, redaction, transition, and memory checks"
.omx/archive/accepted-bundles/aria-nbv-agent-scaffold-simplification--c2c9c9381e40fd2f/plans/ralplan-aria-nbv-agent-scaffold-simplification-20260714-architect-review-4.md,path,final-net,PR1,reimplement-minimally,Evidence and ownership contract,"Reconstruct only the minimal authority, privacy, and accepted-evidence contract.","OMX registry, hash, redaction, transition, and memory checks"
.omx/archive/accepted-bundles/aria-nbv-agent-scaffold-simplification--c2c9c9381e40fd2f/plans/ralplan-aria-nbv-agent-scaffold-simplification-20260714-architect-review.md,path,final-net,PR1,reimplement-minimally,Evidence and ownership contract,"Reconstruct only the minimal authority, privacy, and accepted-evidence contract.","OMX registry, hash, redaction, transition, and memory checks"
.omx/archive/accepted-bundles/aria-nbv-agent-scaffold-simplification--c2c9c9381e40fd2f/plans/ralplan-aria-nbv-agent-scaffold-simplification-20260714-critic-iterate-1.md,path,final-net,PR1,reimplement-minimally,Evidence and ownership contract,"Reconstruct only the minimal authority, privacy, and accepted-evidence contract.","OMX registry, hash, redaction, transition, and memory checks"
.omx/archive/accepted-bundles/aria-nbv-agent-scaffold-simplification--c2c9c9381e40fd2f/plans/ralplan-aria-nbv-agent-scaffold-simplification-20260714-critic-iterate-2.md,path,final-net,PR1,reimplement-minimally,Evidence and ownership contract,"Reconstruct only the minimal authority, privacy, and accepted-evidence contract.","OMX registry, hash, redaction, transition, and memory checks"
.omx/archive/accepted-bundles/aria-nbv-agent-scaffold-simplification--c2c9c9381e40fd2f/plans/ralplan-aria-nbv-agent-scaffold-simplification-20260714-critic-iterate-3.md,path,final-net,PR1,reimplement-minimally,Evidence and ownership contract,"Reconstruct only the minimal authority, privacy, and accepted-evidence contract.","OMX registry, hash, redaction, transition, and memory checks"
.omx/archive/accepted-bundles/aria-nbv-agent-scaffold-simplification--c2c9c9381e40fd2f/plans/ralplan-aria-nbv-agent-scaffold-simplification-20260714-critic-review.md,path,final-net,PR1,reimplement-minimally,Evidence and ownership contract,"Reconstruct only the minimal authority, privacy, and accepted-evidence contract.","OMX registry, hash, redaction, transition, and memory checks"
.omx/archive/accepted-bundles/aria-nbv-agent-scaffold-simplification--c2c9c9381e40fd2f/plans/ralplan-aria-nbv-agent-scaffold-simplification-20260714-handoff.json,path,final-net,PR1,reimplement-minimally,Evidence and ownership contract,"Reconstruct only the minimal authority, privacy, and accepted-evidence contract.","OMX registry, hash, redaction, transition, and memory checks"
.omx/archive/accepted-bundles/aria-nbv-agent-scaffold-simplification--c2c9c9381e40fd2f/plans/ralplan-aria-nbv-agent-scaffold-simplification-20260714.md,path,final-net,PR1,reimplement-minimally,Evidence and ownership contract,"Reconstruct only the minimal authority, privacy, and accepted-evidence contract.","OMX registry, hash, redaction, transition, and memory checks"
.omx/archive/accepted-bundles/aria-nbv-agent-scaffold-simplification--c2c9c9381e40fd2f/plans/test-spec-aria-nbv-agent-scaffold-simplification-20260714.md,path,final-net,PR1,reimplement-minimally,Evidence and ownership contract,"Reconstruct only the minimal authority, privacy, and accepted-evidence contract.","OMX registry, hash, redaction, transition, and memory checks"
.omx/archive/accepted-bundles/aria-nbv-agent-scaffold-simplification--c2c9c9381e40fd2f/specs/aria-nbv-agent-scaffold-simplification-20260711/decision-record.md,path,final-net,PR1,reimplement-minimally,Evidence and ownership contract,"Reconstruct only the minimal authority, privacy, and accepted-evidence contract.","OMX registry, hash, redaction, transition, and memory checks"
.omx/context/agent-scaffold-refresh-20260720T110000Z.md,path,final-net,PR1,reimplement-minimally,Evidence and ownership contract,"Reconstruct only the minimal authority, privacy, and accepted-evidence contract.","OMX registry, hash, redaction, transition, and memory checks"
.omx/plans/measured-autoresearch-sidecar.md,path,final-net,PR1,reimplement-minimally,Evidence and ownership contract,"Reconstruct only the minimal authority, privacy, and accepted-evidence contract.","OMX registry, hash, redaction, transition, and memory checks"
.omx/plans/ralplan-aria-nbv-agent-scaffold-refresh-20260720-architect-review-iteration-15.md,path,final-net,PR1,reimplement-minimally,Evidence and ownership contract,"Reconstruct only the minimal authority, privacy, and accepted-evidence contract.","OMX registry, hash, redaction, transition, and memory checks"
.omx/plans/ralplan-aria-nbv-agent-scaffold-refresh-20260720-critic-review-iteration-15.md,path,final-net,PR1,reimplement-minimally,Evidence and ownership contract,"Reconstruct only the minimal authority, privacy, and accepted-evidence contract.","OMX registry, hash, redaction, transition, and memory checks"
